NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE	
AMT	AMT	AMT	aminomethyltransferase	-0.2885669	
ACRC	ACRC	ACRC	acidic repeat containing	-0.288647	
PPP1R14B	PPP1R14B	PPP1R14B	protein phosphatase 1, regulatory (inhibitor) subunit 14B	-0.2886485	
TOPBP1	TOPBP1	TOPBP1	topoisomerase (DNA) II binding protein 1	-0.28866667	
AC074286.1	AC074286.1	null	null	-0.28869346	
WRB	WRB	WRB	tryptophan rich basic protein	-0.28871146	
AC133528.2	AC133528.2	null	null	-0.28882518	
ARL6	ARL6	ARL6	ADP-ribosylation factor-like 6	-0.288838	
KLF9	KLF9	KLF9	Kruppel-like factor 9	-0.2889544	
OSBPL5	OSBPL5	OSBPL5	oxysterol binding protein-like 5	-0.2890065	
UFD1L	UFD1L	UFD1L	ubiquitin fusion degradation 1 like (yeast)	-0.28901562	
CCDC92	CCDC92	CCDC92	coiled-coil domain containing 92	-0.28902993	
LMTK2	LMTK2	LMTK2	lemur tyrosine kinase 2	-0.28914326	
VPS45	VPS45	null	null	-0.28924412	
ENTPD7	ENTPD7	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7	-0.28927	
EZH2	EZH2	EZH2	enhancer of zeste homolog 2 (Drosophila)	-0.2892795	
HYKK	HYKK	null	null	-0.28941298	
USP8	USP8	USP8	ubiquitin specific peptidase 8	-0.28946128	
ZMYM2	ZMYM2	ZMYM2	zinc finger, MYM-type 2	-0.2895527	
WDFY3	WDFY3	WDFY3	WD repeat and FYVE domain containing 3	-0.28958136	
RP11-86H7.7	RP11-86H7.7	null	null	-0.28964427	
RPL17	RPL17	RPL17	ribosomal protein L17	-0.28964517	
CHRNA5	CHRNA5	CHRNA5	cholinergic receptor, nicotinic, alpha 5	-0.28967345	
RPSAP47	RPSAP47	null	null	-0.28979793	
OXSR1	OXSR1	OXSR1	oxidative-stress responsive 1	-0.2898551	
THOC7	THOC7	THOC7	THO complex 7 homolog (Drosophila)	-0.28991863	
BTG2	BTG2	BTG2	BTG family, member 2	-0.28998527	
ENPP2	ENPP2	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)	-0.29001296	
SMARCB1	SMARCB1	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	-0.29001766	
RP11-339B21.15	RP11-339B21.15	null	null	-0.29010445	
EXTL2	EXTL2	EXTL2	exostoses (multiple)-like 2	-0.290202	
PAQR4	PAQR4	PAQR4	progestin and adipoQ receptor family member IV	-0.290231	
PRKCA	PRKCA	PRKCA	protein kinase C, alpha	-0.29033276	
POLR2B	POLR2B	POLR2B	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	-0.29045808	
LAMA5	LAMA5	LAMA5	laminin, alpha 5	-0.29060283	
DYRK2	DYRK2	DYRK2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	-0.2906053	
ENPEP	ENPEP	ENPEP	glutamyl aminopeptidase (aminopeptidase A)	-0.2906597	
FANCF	FANCF	FANCF	Fanconi anemia, complementation group F	-0.2907227	
CDK3	CDK3	CDK3	cyclin-dependent kinase 3	-0.2908109	
MACROD2	MACROD2	null	null	-0.29083142	
AKR7A2	AKR7A2	AKR7A2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	-0.2909013	
NADK2	NADK2	null	null	-0.29091832	
SEC24B-AS1	SEC24B-AS1	null	null	-0.2910012	
SBF2-AS1	SBF2-AS1	null	null	-0.29124334	
MMAB	MMAB	MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type	-0.29131344	
RP11-343L5.2	RP11-343L5.2	null	null	-0.2913233	
GKAP1	GKAP1	GKAP1	G kinase anchoring protein 1	-0.29132876	
TFG	TFG	TFG	TRK-fused gene	-0.29139602	
RP11-276H19.1	RP11-276H19.1	null	null	-0.29141575	
PPTC7	PPTC7	PPTC7	PTC7 protein phosphatase homolog (S. cerevisiae)	-0.2914283	
AC005000.1	AC005000.1	null	null	-0.29147345	
RWDD3	RWDD3	RWDD3	RWD domain containing 3	-0.2915322	
ABRACL	ABRACL	null	null	-0.29187346	
C9orf3	C9orf3	C9ORF3	chromosome 9 open reading frame 3	-0.29200935	
HMGB3	HMGB3	HMGB3	high-mobility group box 3	-0.2920864	
FAHD2A	FAHD2A	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	-0.29217932	
USP6NL	USP6NL	USP6NL	USP6 N-terminal like	-0.29218188	
RP11-16F15.1	RP11-16F15.1	null	null	-0.29223377	
RP11-36C20.1	RP11-36C20.1	null	null	-0.2922375	
VPS37B	VPS37B	VPS37B	vacuolar protein sorting 37 homolog B (S. cerevisiae)	-0.29226136	
INPPL1	INPPL1	INPPL1	inositol polyphosphate phosphatase-like 1	-0.292283	
MRE11A	MRE11A	MRE11A	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)	-0.29234964	
C2orf76	C2orf76	null	null	-0.29237175	
BLM	BLM	BLM	Bloom syndrome	-0.29237518	
EDC3	EDC3	EDC3	enhancer of mRNA decapping 3 homolog (S. cerevisiae)	-0.2925062	
DCTN2	DCTN2	DCTN2	dynactin 2 (p50)	-0.29256132	
AP001258.4	AP001258.4	null	null	-0.29261878	
AC015987.2	AC015987.2	null	null	-0.2927284	
SH3BGRL	SH3BGRL	SH3BGRL	SH3 domain binding glutamic acid-rich protein like	-0.29274812	
ATG10	ATG10	ATG10	ATG10 autophagy related 10 homolog (S. cerevisiae)	-0.2928337	
PTCD1	PTCD1	PTCD1	pentatricopeptide repeat domain 1	-0.2928482	
SSRP1	SSRP1	SSRP1	structure specific recognition protein 1	-0.29291785	
BAP1	BAP1	BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	-0.29297906	
PIGCP1	PIGCP1	PIGCP1	phosphatidylinositol glycan anchor biosynthesis, class C, pseudogene 1	-0.29302272	
CYP26B1	CYP26B1	CYP26B1	cytochrome P450, family 26, subfamily B, polypeptide 1	-0.2932082	
TMEM185AP1	TMEM185AP1	null	null	-0.29327482	
PLCG1	PLCG1	PLCG1	phospholipase C, gamma 1	-0.2932994	
AC069282.6	AC069282.6	null	null	-0.29331335	
KIF7	KIF7	KIF7	kinesin family member 7	-0.29333892	
ZNF639	ZNF639	ZNF639	zinc finger protein 639	-0.29339057	
RP11-367G18.2	RP11-367G18.2	null	null	-0.29342818	
GMPS	GMPS	GMPS	guanine monphosphate synthetase	-0.29343164	
RP11-347C12.1	RP11-347C12.1	null	null	-0.29346985	
GXYLT1	GXYLT1	null	null	-0.29355586	
VCL	VCL	VCL	vinculin	-0.29358643	
RBBP4P2	RBBP4P2	null	null	-0.29361856	
EVA1B	EVA1B	null	null	-0.2936706	
KANSL2	KANSL2	null	null	-0.2937337	
DDB2	DDB2	DDB2	damage-specific DNA binding protein 2, 48kDa	-0.29377344	
SMARCC2	SMARCC2	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	-0.29383677	
ETS2	ETS2	ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	-0.29383838	
LMO4	LMO4	LMO4	LIM domain only 4	-0.29387623	
RABL6	RABL6	null	null	-0.29388735	
THNSL1	THNSL1	THNSL1	threonine synthase-like 1 (bacterial)	-0.29389614	
SLAIN2	SLAIN2	SLAIN2	SLAIN motif family, member 2	-0.293906	
KDM4C	KDM4C	null	null	-0.29393473	
RP11-697E2.7	RP11-697E2.7	null	null	-0.29396528	
DTX3	DTX3	DTX3	deltex 3 homolog (Drosophila)	-0.29406124	
ICMT	ICMT	ICMT	isoprenylcysteine carboxyl methyltransferase	-0.29418936	
POLE3	POLE3	POLE3	polymerase (DNA directed), epsilon 3 (p17 subunit)	-0.29423025	
RAB12	RAB12	RAB12	RAB12, member RAS oncogene family	-0.2942472	
ARMCX6	ARMCX6	ARMCX6	armadillo repeat containing, X-linked 6	-0.29428044	
GCC1	GCC1	GCC1	GRIP and coiled-coil domain containing 1	-0.29432657	
RBM8A	RBM8A	RBM8A	RNA binding motif protein 8A	-0.29434565	
TCAIM	TCAIM	null	null	-0.29437783	
LINC00174	LINC00174	null	null	-0.29475242	
IREB2	IREB2	IREB2	iron-responsive element binding protein 2	-0.29489017	
RPL23AP4	RPL23AP4	RPL23AP4	ribosomal protein L23a pseudogene 4	-0.29504234	
HMGN3-AS1	HMGN3-AS1	null	null	-0.29506412	
LIG1	LIG1	LIG1	ligase I, DNA, ATP-dependent	-0.2951044	
SMNDC1	SMNDC1	SMNDC1	survival motor neuron domain containing 1	-0.29511142	
LONP1	LONP1	null	null	-0.29511878	
NKRF	NKRF	NKRF	NF-kappaB repressing factor	-0.2952089	
SLC7A5	SLC7A5	SLC7A5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	-0.29526943	
SAMM50	SAMM50	SAMM50	sorting and assembly machinery component 50 homolog (S. cerevisiae)	-0.2953573	
LNP1	LNP1	LNP1	leukemia NUP98 fusion partner 1	-0.2955202	
RPL34P34	RPL34P34	null	null	-0.29557565	
ANO6	ANO6	null	null	-0.29563352	
ZNF280C	ZNF280C	null	null	-0.29564008	
PRKRIR	PRKRIR	PRKRIR	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)	-0.29586497	
RP11-20O24.4	RP11-20O24.4	null	null	-0.29589036	
ARMC8	ARMC8	ARMC8	armadillo repeat containing 8	-0.2959719	
RASD2	RASD2	RASD2	RASD family, member 2	-0.29599988	
BBS7	BBS7	BBS7	Bardet-Biedl syndrome 7	-0.2962304	
TXNDC15	TXNDC15	null	null	-0.29625458	
PTCD3	PTCD3	PTCD3	Pentatricopeptide repeat domain 3	-0.29633433	
PPWD1	PPWD1	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	-0.29637048	
HNRNPA3P5	HNRNPA3P5	null	null	-0.29639593	
PPP6R3	PPP6R3	null	null	-0.29640725	
TBL1XR1	TBL1XR1	TBL1XR1	transducin (beta)-like 1X-linked receptor 1	-0.2964525	
SHROOM2	SHROOM2	SHROOM2	shroom family member 2	-0.2965296	
LYPD3	LYPD3	LYPD3	LY6/PLAUR domain containing 3	-0.29653	
ZNF592	ZNF592	ZNF592	zinc finger protein 592	-0.29654828	
SMC4	SMC4	SMC4	structural maintenance of chromosomes 4	-0.29661477	
SLC2A4RG	SLC2A4RG	SLC2A4RG	SLC2A4 regulator	-0.29664505	
TMEM158	TMEM158	TMEM158	transmembrane protein 158	-0.29672012	
RCBTB1	RCBTB1	RCBTB1	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1	-0.29684466	
IGHM	IGHM	IGHM	immunoglobulin heavy constant mu	-0.29704028	
BTG3	BTG3	BTG3	BTG family, member 3	-0.2970966	
TNXA	TNXA	TNXA	tenascin XA pseudogene	-0.297097	
PROB1	PROB1	null	null	-0.2971011	
DLG3	DLG3	DLG3	discs, large homolog 3 (neuroendocrine-dlg, Drosophila)	-0.297106	
ANKRD10-IT1	ANKRD10-IT1	null	null	-0.29725125	
BBIP1	BBIP1	null	null	-0.2972675	
GNG12	GNG12	GNG12	guanine nucleotide binding protein (G protein), gamma 12	-0.29741296	
HNRNPU-AS1	HNRNPU-AS1	null	null	-0.29749468	
AKR1B1	AKR1B1	AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase)	-0.29763103	
RP5-1099D15.1	RP5-1099D15.1	null	null	-0.297786	
PKD1P6	PKD1P6	PKD1P6	polycystic kidney disease 1 (autosomal dominant) pseudogene 6	-0.2978281	
FAM103A2P	FAM103A2P	FAM103A2P	family with sequence similarity 103, member A2 pseudogene	-0.29783404	
RP11-23P13.7	RP11-23P13.7	null	null	-0.29785463	
RP11-884K10.7	RP11-884K10.7	null	null	-0.2979727	
FEM1C	FEM1C	FEM1C	fem-1 homolog c (C.elegans)	-0.2979812	
U47924.30	U47924.30	null	null	-0.29798752	
RPL24P2	RPL24P2	RPL24P2	ribosomal protein L24 pseudogene 2	-0.2981372	
ATP8B1	ATP8B1	ATP8B1	ATPase, Class I, type 8B, member 1	-0.29822466	
NSUN5P1	NSUN5P1	null	null	-0.2982573	
DHRS7	DHRS7	DHRS7	dehydrogenase/reductase (SDR family) member 7	-0.2982772	
NET1	NET1	NET1	neuroepithelial cell transforming gene 1	-0.29850623	
LGALS1	LGALS1	LGALS1	lectin, galactoside-binding, soluble, 1 (galectin 1)	-0.29864687	
PRKCDBP	PRKCDBP	PRKCDBP	protein kinase C, delta binding protein	-0.2986469	
RFC1	RFC1	RFC1	replication factor C (activator 1) 1, 145kDa	-0.29868016	
TMEM117	TMEM117	TMEM117	transmembrane protein 117	-0.2989112	
IQCB1	IQCB1	IQCB1	IQ motif containing B1	-0.29894826	
NBPF12	NBPF12	NBPF12	neuroblastoma breakpoint family, member 12	-0.29896554	
RP6-42F4.1	RP6-42F4.1	null	null	-0.29908863	
ANTXR2	ANTXR2	ANTXR2	anthrax toxin receptor 2	-0.29912117	
MEGF9	MEGF9	MEGF9	multiple EGF-like-domains 9	-0.29923558	
BAIAP2L1	BAIAP2L1	BAIAP2L1	BAI1-associated protein 2-like 1	-0.29936373	
CRELD2	CRELD2	CRELD2	cysteine-rich with EGF-like domains 2	-0.29939482	
PARP8	PARP8	PARP8	poly (ADP-ribose) polymerase family, member 8	-0.2994663	
GTPBP6	GTPBP6	GTPBP6	GTP binding protein 6 (putative)	-0.29947007	
CTD-2044J15.2	CTD-2044J15.2	null	null	-0.29949868	
HBB	HBB	HBB	hemoglobin, beta	-0.29957083	
TRMT10C	TRMT10C	null	null	-0.29965013	
SCARB1	SCARB1	SCARB1	scavenger receptor class B, member 1	-0.29977536	
ZNF195	ZNF195	ZNF195	zinc finger protein 195	-0.29978588	
EGFL8	EGFL8	EGFL8	EGF-like-domain, multiple 8	-0.29979497	
RP3-368A4.5	RP3-368A4.5	null	null	-0.29991576	
MECOM	MECOM	null	null	-0.29993168	
FNDC4	FNDC4	FNDC4	fibronectin type III domain containing 4	-0.29998463	
SOX7	SOX7	SOX7	SRY (sex determining region Y)-box 7	-0.3000426	
CCT7	CCT7	CCT7	chaperonin containing TCP1, subunit 7 (eta)	-0.30007482	
SOX9	SOX9	SOX9	SRY (sex determining region Y)-box 9 (campomelic dysplasia, autosomal sex-reversal)	-0.30007797	
IKBKAP	IKBKAP	IKBKAP	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein	-0.30020347	
SLC39A6	SLC39A6	SLC39A6	solute carrier family 39 (zinc transporter), member 6	-0.30022335	
MCFD2	MCFD2	MCFD2	multiple coagulation factor deficiency 2	-0.3003043	
EHD2	EHD2	EHD2	EH-domain containing 2	-0.30032367	
PROSER2	PROSER2	null	null	-0.30037606	
STX10	STX10	STX10	syntaxin 10	-0.30046424	
COG5	COG5	COG5	component of oligomeric golgi complex 5	-0.3004815	
CASP9	CASP9	CASP9	caspase 9, apoptosis-related cysteine peptidase	-0.30052492	
BCAR3	BCAR3	BCAR3	breast cancer anti-estrogen resistance 3	-0.30066985	
SUGCT	SUGCT	null	null	-0.30068514	
TMEM5	TMEM5	TMEM5	transmembrane protein 5	-0.30070552	
TMEM136	TMEM136	TMEM136	transmembrane protein 136	-0.30075634	
CCNT2	CCNT2	CCNT2	cyclin T2	-0.3007608	
ARHGAP10	ARHGAP10	ARHGAP10	Rho GTPase activating protein 10	-0.30086595	
BRCC3	BRCC3	BRCC3	BRCA1/BRCA2-containing complex, subunit 3	-0.30090904	
RALGAPB	RALGAPB	null	null	-0.30096596	
AEN	AEN	null	null	-0.30098733	
OXCT1	OXCT1	OXCT1	3-oxoacid CoA transferase 1	-0.30105382	
COG6	COG6	COG6	component of oligomeric golgi complex 6	-0.3010673	
RPL9P3	RPL9P3	RPL9P3	ribosomal protein L9 pseudogene 3	-0.30117267	
INE1	INE1	INE1	inactivation escape 1	-0.30130517	
TSG101	TSG101	TSG101	tumor susceptibility gene 101	-0.30138427	
SH3YL1	SH3YL1	SH3YL1	SH3 domain containing, Ysc84-like 1 (S. cerevisiae)	-0.30143154	
PRPF38A	PRPF38A	PRPF38A	PRP38 pre-mRNA processing factor 38 (yeast) domain containing A	-0.30157992	
CPXM1	CPXM1	CPXM1	carboxypeptidase X (M14 family), member 1	-0.3016977	
IGKV3-20	IGKV3-20	IGKV3-20	immunoglobulin kappa variable 3-20	-0.30176196	
KIAA1549L	KIAA1549L	null	null	-0.3017672	
MTMR1	MTMR1	MTMR1	myotubularin related protein 1	-0.30182505	
IFT46	IFT46	null	null	-0.30183998	
PTGIS	PTGIS	PTGIS	prostaglandin I2 (prostacyclin) synthase	-0.301941	
C12orf66	C12orf66	null	null	-0.3021526	
CHMP3	CHMP3	null	null	-0.30219775	
BBS1	BBS1	BBS1	Bardet-Biedl syndrome 1	-0.30228546	
PHF8	PHF8	PHF8	PHD finger protein 8	-0.30230504	
GNAQ	GNAQ	GNAQ	guanine nucleotide binding protein (G protein), q polypeptide	-0.30235294	
CTC-297N7.8	CTC-297N7.8	null	null	-0.30237782	
HGS	HGS	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate	-0.30258435	
ST7-AS1	ST7-AS1	null	null	-0.3026202	
FBXO33	FBXO33	FBXO33	F-box protein 33	-0.30278853	
RP11-259N19.1	RP11-259N19.1	null	null	-0.30280432	
PRTG	PRTG	PRTG	protogenin homolog (Gallus gallus)	-0.3028094	
PCDHGB6	PCDHGB6	PCDHGB6	protocadherin gamma subfamily B, 6	-0.30286816	
METAP1D	METAP1D	null	null	-0.30287135	
DNAAF2	DNAAF2	null	null	-0.30310285	
EIF3L	EIF3L	null	null	-0.30318597	
RP11-458F8.4	RP11-458F8.4	null	null	-0.3031953	
IDH3A	IDH3A	IDH3A	isocitrate dehydrogenase 3 (NAD+) alpha	-0.30324593	
HSPBAP1	HSPBAP1	HSPBAP1	HSPB (heat shock 27kDa) associated protein 1	-0.30335048	
ICT1	ICT1	ICT1	immature colon carcinoma transcript 1	-0.30342856	
TXNDC5	TXNDC5	TXNDC5	thioredoxin domain containing 5	-0.30349252	
XXbac-BPG181B23.7	XXbac-BPG181B23.7	null	null	-0.3035253	
ITGB1BP1	ITGB1BP1	ITGB1BP1	integrin beta 1 binding protein 1	-0.30354	
TNXB	TNXB	TNXB	tenascin XB	-0.30370495	
KIAA1279	KIAA1279	KIAA1279	KIAA1279	-0.30375105	
ST13	ST13	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	-0.30376807	
DYNLT3	DYNLT3	DYNLT3	dynein, light chain, Tctex-type 3	-0.30386174	
DALRD3	DALRD3	DALRD3	DALR anticodon binding domain containing 3	-0.3038958	
ERI2	ERI2	null	null	-0.3039617	
GPATCH1	GPATCH1	null	null	-0.30396697	
OBFC1	OBFC1	OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1	-0.30404493	
RP11-139H15.1	RP11-139H15.1	null	null	-0.30409735	
RPS19BP1	RPS19BP1	RPS19BP1	ribosomal protein S19 binding protein 1	-0.30411896	
DNASE1	DNASE1	DNASE1	deoxyribonuclease I	-0.30413812	
ZDHHC21	ZDHHC21	ZDHHC21	zinc finger, DHHC-type containing 21	-0.3042055	
TCF4	TCF4	TCF4	transcription factor 4	-0.30423024	
WDR73	WDR73	WDR73	WD repeat domain 73	-0.30430222	
TDP1	TDP1	TDP1	tyrosyl-DNA phosphodiesterase 1	-0.30435455	
RBM26	RBM26	RBM26	RNA binding motif protein 26	-0.30436364	
RP11-624L12.1	RP11-624L12.1	null	null	-0.30438533	
RP11-726G1.1	RP11-726G1.1	null	null	-0.30448222	
SIVA1	SIVA1	null	null	-0.30455124	
BCL6	BCL6	BCL6	B-cell CLL/lymphoma 6 (zinc finger protein 51)	-0.30462605	
IPO4	IPO4	IPO4	importin 4	-0.30464473	
SLMAP	SLMAP	SLMAP	sarcolemma associated protein	-0.30465427	
C11orf73	C11orf73	C11ORF73	chromosome 11 open reading frame 73	-0.30472708	
PM20D2	PM20D2	null	null	-0.30472946	
ASMTL	ASMTL	ASMTL	acetylserotonin O-methyltransferase-like	-0.3047529	
ZNF507	ZNF507	ZNF507	zinc finger protein 507	-0.3048832	
PIP4K2A	PIP4K2A	null	null	-0.30499637	
CAPRIN1	CAPRIN1	null	null	-0.30501604	
SH3PXD2A	SH3PXD2A	SH3PXD2A	SH3 and PX domains 2A	-0.30505234	
SPDYE3	SPDYE3	null	null	-0.30505872	
PLEK2	PLEK2	PLEK2	pleckstrin 2	-0.3050961	
SOCS3	SOCS3	SOCS3	suppressor of cytokine signaling 3	-0.30515295	
RP11-216L13.19	RP11-216L13.19	null	null	-0.30518392	
FOXM1	FOXM1	FOXM1	forkhead box M1	-0.3053472	
C15orf52	C15orf52	null	null	-0.30554888	
DBF4	DBF4	DBF4	DBF4 homolog (S. cerevisiae)	-0.3055689	
CTD-2017D11.1	CTD-2017D11.1	null	null	-0.3055974	
ESD	ESD	ESD	esterase D/formylglutathione hydrolase	-0.3056177	
MYLK4	MYLK4	null	null	-0.30562237	
RP11-543B16.1	RP11-543B16.1	null	null	-0.30562887	
MTMR6	MTMR6	MTMR6	myotubularin related protein 6	-0.30567002	
RSL24D1	RSL24D1	null	null	-0.30568594	
DENND5A	DENND5A	null	null	-0.30573037	
FMR1	FMR1	FMR1	fragile X mental retardation 1	-0.3057696	
MAP6D1	MAP6D1	MAP6D1	MAP6 domain containing 1	-0.30578706	
DOCK3	DOCK3	DOCK3	dedicator of cytokinesis 3	-0.30589792	
DGCR2	DGCR2	DGCR2	DiGeorge syndrome critical region gene 2	-0.30603978	
STRIP1	STRIP1	null	null	-0.3060782	
ZHX3	ZHX3	ZHX3	zinc fingers and homeoboxes 3	-0.30608457	
TMEM206	TMEM206	null	null	-0.3061063	
BCL2L13	BCL2L13	BCL2L13	BCL2-like 13 (apoptosis facilitator)	-0.30611143	
CCT5	CCT5	CCT5	chaperonin containing TCP1, subunit 5 (epsilon)	-0.3061353	
DZANK1	DZANK1	null	null	-0.30613762	
STAMBP	STAMBP	STAMBP	STAM binding protein	-0.30616996	
MROH8	MROH8	null	null	-0.30617872	
MAP3K12	MAP3K12	MAP3K12	mitogen-activated protein kinase kinase kinase 12	-0.3062349	
PRPSAP1	PRPSAP1	PRPSAP1	phosphoribosyl pyrophosphate synthetase-associated protein 1	-0.30629236	
EFNA5	EFNA5	EFNA5	ephrin-A5	-0.30632156	
GPD1L	GPD1L	GPD1L	glycerol-3-phosphate dehydrogenase 1-like	-0.30637577	
GBE1	GBE1	GBE1	glucan (1,4-alpha-), branching enzyme 1 (glycogen branching enzyme, Andersen disease, glycogen storage disease type IV)	-0.30667412	
VPS4B	VPS4B	VPS4B	vacuolar protein sorting 4 homolog B (S. cerevisiae)	-0.30670524	
RP11-244O19.1	RP11-244O19.1	null	null	-0.30671006	
GPATCH4	GPATCH4	null	null	-0.3067104	
LPPR4	LPPR4	LPPR4	-	-0.30677533	
ATP10D	ATP10D	ATP10D	ATPase, Class V, type 10D	-0.30684793	
UBQLN1	UBQLN1	UBQLN1	ubiquilin 1	-0.30698738	
FAM156B	FAM156B	null	null	-0.30718637	
GPC3	GPC3	GPC3	glypican 3	-0.30723464	
DNHD1	DNHD1	DNHD1	dynein heavy chain domain 1	-0.30739814	
GATC	GATC	null	null	-0.30743217	
DKC1	DKC1	DKC1	dyskeratosis congenita 1, dyskerin	-0.30748662	
DCUN1D3	DCUN1D3	DCUN1D3	DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae)	-0.3075093	
GUSBP11	GUSBP11	null	null	-0.30754492	
ARF5	ARF5	ARF5	ADP-ribosylation factor 5	-0.3075752	
KIAA1524	KIAA1524	KIAA1524	KIAA1524	-0.30772644	
KDM4A	KDM4A	null	null	-0.30777177	
NUDT6	NUDT6	NUDT6	nudix (nucleoside diphosphate linked moiety X)-type motif 6	-0.30789047	
ARAF	ARAF	ARAF	v-raf murine sarcoma 3611 viral oncogene homolog	-0.3079557	
USPL1	USPL1	USPL1	ubiquitin specific peptidase like 1	-0.3080351	
CTA-14H9.5	CTA-14H9.5	null	null	-0.3081371	
CDV3	CDV3	CDV3	CDV3 homolog (mouse)	-0.3082002	
FAM219A	FAM219A	null	null	-0.30822763	
AKAP8L	AKAP8L	AKAP8L	A kinase (PRKA) anchor protein 8-like	-0.30825636	
NPNT	NPNT	NPNT	nephronectin	-0.30827063	
CHCHD2P9	CHCHD2P9	null	null	-0.30837423	
PICK1	PICK1	PICK1	protein interacting with PRKCA 1	-0.308386	
APMAP	APMAP	null	null	-0.30850953	
POMT2	POMT2	POMT2	protein-O-mannosyltransferase 2	-0.30851588	
ATAD3A	ATAD3A	ATAD3A	ATPase family, AAA domain containing 3A	-0.3085197	
RP5-1085F17.3	RP5-1085F17.3	null	null	-0.30853754	
TSPAN9	TSPAN9	TSPAN9	tetraspanin 9	-0.30854693	
RPL6	RPL6	RPL6	ribosomal protein L6	-0.30855554	
RPL36AL	RPL36AL	RPL36AL	ribosomal protein L36a-like	-0.308606	
CTA-29F11.1	CTA-29F11.1	null	null	-0.30867237	
CTD-2196E14.4	CTD-2196E14.4	null	null	-0.30867636	
ADD3	ADD3	ADD3	adducin 3 (gamma)	-0.3087117	
ACTR1B	ACTR1B	ACTR1B	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)	-0.3087194	
AKAP17A	AKAP17A	null	null	-0.30878654	
ADRA2C	ADRA2C	ADRA2C	adrenergic, alpha-2C-, receptor	-0.30886292	
RP11-83A24.2	RP11-83A24.2	null	null	-0.30886704	
HYAL2	HYAL2	HYAL2	hyaluronoglucosaminidase 2	-0.30900925	
BCAR1	BCAR1	BCAR1	breast cancer anti-estrogen resistance 1	-0.3090269	
EIF3FP3	EIF3FP3	null	null	-0.30904964	
HSP90AA1	HSP90AA1	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1	-0.3091495	
ASCC2	ASCC2	ASCC2	activating signal cointegrator 1 complex subunit 2	-0.30915666	
DERL3	DERL3	DERL3	Der1-like domain family, member 3	-0.30919734	
EML5	EML5	EML5	echinoderm microtubule associated protein like 5	-0.309226	
AC111200.7	AC111200.7	null	null	-0.309279	
C19orf68	C19orf68	null	null	-0.3092972	
LEPR	LEPR	LEPR	leptin receptor	-0.3093126	
RP11-706O15.3	RP11-706O15.3	null	null	-0.30946162	
ORAI2	ORAI2	null	null	-0.3094878	
MBD1	MBD1	MBD1	methyl-CpG binding domain protein 1	-0.30951533	
YY1	YY1	YY1	YY1 transcription factor	-0.3095731	
DHX40	DHX40	DHX40	DEAH (Asp-Glu-Ala-His) box polypeptide 40	-0.3095784	
ASB1	ASB1	ASB1	ankyrin repeat and SOCS box-containing 1	-0.30959114	
HDAC7	HDAC7	null	null	-0.3096872	
RTFDC1	RTFDC1	null	null	-0.30969355	
RP11-613M5.2	RP11-613M5.2	null	null	-0.31000835	
CTTN	CTTN	CTTN	cortactin	-0.31005803	
RP11-108P20.1	RP11-108P20.1	null	null	-0.31014025	
ANKRD10	ANKRD10	ANKRD10	ankyrin repeat domain 10	-0.310174	
CEBPZ	CEBPZ	CEBPZ	CCAAT/enhancer binding protein zeta	-0.31017908	
AC002310.12	AC002310.12	null	null	-0.3102743	
RTCA	RTCA	null	null	-0.31030378	
COQ4	COQ4	COQ4	coenzyme Q4 homolog (S. cerevisiae)	-0.31037435	
DUS1L	DUS1L	DUS1L	dihydrouridine synthase 1-like (S. cerevisiae)	-0.31041518	
HIRA	HIRA	HIRA	HIR histone cell cycle regulation defective homolog A (S. cerevisiae)	-0.31087723	
HUS1	HUS1	HUS1	HUS1 checkpoint homolog (S. pombe)	-0.310909	
POFUT2	POFUT2	POFUT2	protein O-fucosyltransferase 2	-0.31091452	
